resultId,raceId,driverId,constructorId,num_car,start_pos,final_pos,positionText,positionOrder,points,nbr_laps,time_total,num_fastestLap,rank,fastestLapTime,fastestLapSpeed_km/h,statusId
1,18,1,1,22,1,1,1,1,10.0,58,1.580727,39,2.0,1.457533,351.319795,1
2,18,2,2,3,5,2,2,2,8.0,58,1.582248,41,3.0,1.462317,350.170724,1
3,18,3,3,7,7,3,3,3,6.0,58,1.582994,41,5.0,1.468167,348.775422,1
4,18,4,4,5,11,4,4,4,5.0,58,1.585499,58,7.0,1.476717,346.755696,1
5,18,5,1,23,3,5,5,5,4.0,58,1.585731,43,1.0,1.456967,351.456589,1
6,18,6,3,8,13,6,6,6,3.0,57,,50,14.0,1.493983,342.748429,11
7,18,7,5,14,17,7,7,7,2.0,55,,22,12.0,1.492233,343.150765,5
8,18,8,6,1,15,8,8,8,1.0,53,,20,4.0,1.46505,349.51733,5
9,18,9,2,4,2,,R,9,0.0,47,,15,9.0,1.479217,346.169894,4
10,18,10,7,12,18,,R,10,0.0,43,,23,13.0,1.492633,343.057423,3
11,18,11,8,18,19,,R,11,0.0,32,,24,15.0,1.514867,338.023395,7
12,18,12,4,6,20,,R,12,0.0,30,,20,16.0,1.523067,336.203227,8
13,18,13,6,2,4,,R,13,0.0,29,,23,6.0,1.469583,348.439069,5
14,18,14,9,9,8,,R,14,0.0,25,,21,11.0,1.4917,343.273075,4
15,18,15,7,11,6,,R,15,0.0,19,,18,10.0,1.4885,344.010155,10
16,18,16,10,20,22,,R,16,0.0,8,,8,17.0,1.533683,333.876116,9
17,18,17,9,10,14,,R,17,0.0,0,,,,,,4
18,18,18,11,16,12,,R,18,0.0,0,,,,,,4
19,18,19,8,19,21,,R,19,0.0,0,,,,,,4
20,18,20,5,15,9,,R,20,0.0,0,,,,,,4
21,18,21,10,21,16,,R,21,0.0,0,,,,,,4
22,18,22,11,17,10,,D,22,0.0,58,,44,8.0,1.478933,346.235878,2
23,19,8,6,1,2,1,1,1,10.0,56,1.521821,37,2.0,1.590083,336.607172,1
24,19,9,2,4,4,2,2,2,8.0,56,1.527257,39,6.0,1.598683,334.79666,1
25,19,5,1,23,8,3,3,3,6.0,56,1.532501,19,7.0,1.5987,334.793442,1
26,19,15,7,11,3,4,4,4,5.0,56,1.534552,53,8.0,1.601133,334.284889,1
27,19,1,1,22,9,5,5,5,4.0,56,1.534751,53,3.0,1.591033,336.406004,1
28,19,2,2,3,5,6,6,6,3.0,56,1.535663,55,1.0,1.589433,336.745576,1
29,19,17,9,10,6,7,7,7,2.0,56,1.540746,53,12.0,1.6116,332.113884,1
30,19,4,4,5,7,8,8,8,1.0,56,1.541277,40,10.0,1.6048,333.520451,1
31,19,14,9,9,12,9,9,9,0.0,56,1.542993,55,9.0,1.603433,333.805304,1
32,19,18,11,16,11,10,10,10,0.0,56,1.545769,56,4.0,1.59525,335.517646,1
33,19,12,4,6,13,11,11,11,0.0,56,1.547432,52,15.0,1.615933,331.222307,1
34,19,21,10,21,17,12,12,12,0.0,55,,52,16.0,1.616033,331.202995,11
35,19,22,11,17,14,13,13,13,0.0,55,,55,11.0,1.61155,332.12354,11
36,19,3,3,7,16,14,14,14,0.0,55,,55,13.0,1.613033,331.817765,11
37,19,19,8,19,21,15,15,15,0.0,55,,55,18.0,1.636183,327.123308,11
38,19,11,8,18,19,16,16,16,0.0,54,,53,19.0,1.641733,326.017689,12
39,19,6,3,8,22,17,17,17,0.0,54,,19,17.0,1.628517,328.66345,12
40,19,20,5,15,15,,R,18,0.0,39,,37,14.0,1.6145,331.516817,5
41,19,13,6,2,1,,R,19,0.0,30,,15,5.0,1.598567,334.820801,20
42,19,16,10,20,20,,R,20,0.0,5,,3,20.0,1.672167,320.084038,9
43,19,10,7,12,10,,R,21,0.0,1,,,,,,4
44,19,7,5,14,18,,R,22,0.0,0,,,,,,20
45,20,13,6,2,2,1,1,1,10.0,57,1.518603,38,3.0,1.56,334.989782,1
46,20,8,6,1,4,2,2,2,8.0,57,1.51953,35,4.0,1.561817,334.60032,1
47,20,9,2,4,1,3,3,3,6.0,57,1.519991,55,5.0,1.562917,334.365356,1
48,20,2,2,3,6,4,4,4,5.0,57,1.520939,48,2.0,1.559417,335.11531,1
49,20,5,1,23,5,5,5,5,4.0,57,1.526044,49,1.0,1.553217,336.452675,1
50,20,15,7,11,7,6,6,6,3.0,57,1.530079,45,7.0,1.570067,332.842917,1
51,20,17,9,10,11,7,7,7,2.0,57,1.531234,51,8.0,1.57175,332.485642,1
52,20,3,3,7,8,8,8,8,1.0,57,1.534128,57,6.0,1.567867,333.309626,1
53,20,10,7,12,13,9,9,9,0.0,57,1.537908,56,9.0,1.580117,330.72502,1
54,20,4,4,5,10,10,10,10,0.0,57,1.540042,35,13.0,1.586567,329.381218,1
55,20,22,11,17,12,11,11,11,0.0,57,1.540231,40,10.0,1.580917,330.557648,1
56,20,21,10,21,18,12,12,12,0.0,56,,56,11.0,1.584283,329.855974,11
57,20,1,1,22,3,13,13,13,0.0,56,,25,19.0,1.592,328.256286,11
58,20,6,3,8,16,14,14,14,0.0,56,,30,17.0,1.59055,328.555624,11
59,20,7,5,14,15,15,15,15,0.0,56,,33,15.0,1.588883,328.900024,11
60,20,19,8,19,21,16,16,16,0.0,56,,45,14.0,1.588733,328.932211,11
61,20,11,8,18,22,17,17,17,0.0,56,,56,20.0,1.598183,326.986514,11
62,20,14,9,9,17,18,18,18,0.0,56,,43,16.0,1.589183,328.838869,11
63,20,16,10,20,20,19,19,19,0.0,56,,55,18.0,1.5907,328.525047,12
64,20,12,4,6,14,,R,20,0.0,40,,31,12.0,1.585483,329.606526,6
65,20,18,11,16,9,,R,21,0.0,19,,11,21.0,1.602083,326.191498,4
66,20,20,5,15,19,,R,22,0.0,0,,,,,,5
67,21,8,6,1,1,1,1,1,10.0,66,1.638625,46,1.0,1.361167,330.222905,1
68,21,13,6,2,3,2,2,2,8.0,66,1.639522,45,2.0,1.36335,329.69504,1
69,21,1,1,22,5,3,3,3,6.0,66,1.639788,20,3.0,1.36695,328.825994,1
70,21,9,2,4,4,4,4,4,5.0,66,1.640207,20,4.0,1.368433,328.470329,1
71,21,17,9,10,7,5,5,5,4.0,66,1.648608,19,8.0,1.376067,326.646942,1
72,21,18,11,16,13,6,6,6,3.0,66,1.65335,66,5.0,1.37255,327.483801,1
73,21,6,3,8,12,7,7,7,2.0,66,1.654804,48,15.0,1.392483,322.795782,1
74,21,15,7,11,8,8,8,8,1.0,66,1.655135,45,10.0,1.3793,325.882504,1
75,21,2,2,3,9,9,9,9,0.0,66,1.656146,21,7.0,1.375317,326.82558,1
76,21,21,10,21,19,10,10,10,0.0,65,,40,14.0,1.39065,323.222258,11
77,21,10,7,12,14,11,11,11,0.0,65,,57,12.0,1.38345,324.904023,11
78,21,14,9,9,17,12,12,12,0.0,65,,57,11.0,1.3807,325.550979,11
79,21,11,8,18,22,13,13,13,0.0,65,,34,17.0,1.410283,318.722532,11
80,21,3,3,7,15,,R,14,0.0,41,,20,13.0,1.38865,323.687359,5
81,21,4,4,5,2,,R,15,0.0,34,,15,9.0,1.37805,326.177014,5
82,21,22,11,17,11,,R,16,0.0,34,,21,16.0,1.397633,321.606477,4
83,21,5,1,23,6,,R,17,0.0,21,,19,6.0,1.374217,327.087903,3
84,21,19,8,19,21,,R,18,0.0,8,,6,20.0,1.447733,310.477863,21
85,21,7,5,14,16,,R,19,0.0,7,,6,19.0,1.433317,313.599991,4
86,21,12,4,6,10,,R,20,0.0,6,,6,18.0,1.424067,315.63742,4
87,21,16,10,20,20,,R,21,0.0,0,,,,,,4
88,21,20,5,15,18,,R,22,0.0,0,,,,,,4
89,22,13,6,2,1,1,1,1,10.0,58,1.44707,16,3.0,1.444433,356.846282,1
90,22,1,1,22,3,2,2,2,8.0,58,1.448119,31,2.0,1.44215,357.411162,1
91,22,8,6,1,4,3,3,3,6.0,58,1.448256,20,1.0,1.441767,357.506114,1
92,22,9,2,4,5,4,4,4,5.0,58,1.453166,17,4.0,1.446333,356.376354,1
93,22,2,2,3,9,5,5,5,4.0,58,1.457831,20,5.0,1.45365,354.583545,1
94,22,4,4,5,7,6,6,6,3.0,58,1.461993,57,6.0,1.454667,354.335706,1
95,22,17,9,10,6,7,7,7,2.0,58,1.464911,14,7.0,1.4605,352.919483,1
96,22,3,3,7,11,8,8,8,1.0,58,1.466905,55,9.0,1.46325,352.256433,1
97,22,14,9,9,10,9,9,9,0.0,58,1.467978,41,12.0,1.4661,351.572462,1
98,22,15,7,11,8,10,10,10,0.0,58,1.468276,52,11.0,1.465433,351.731787,1
99,22,18,11,16,13,11,11,11,0.0,57,,57,13.0,1.466633,351.443715,11
100,22,5,1,23,2,12,12,12,0.0,57,,55,8.0,1.460667,352.87925,11
101,22,10,7,12,15,13,13,13,0.0,57,,28,16.0,1.471717,350.230269,11
102,22,22,11,17,12,14,14,14,0.0,57,,56,14.0,1.46695,351.368076,11
103,22,12,4,6,17,15,15,15,0.0,57,,40,10.0,1.46445,351.968361,11
104,22,16,10,20,19,16,16,16,0.0,57,,35,18.0,1.479667,348.348946,11
105,22,20,5,15,14,17,17,17,0.0,57,,38,15.0,1.469667,350.717901,11
106,22,7,5,14,18,,R,18,0.0,24,,19,17.0,1.479083,348.48574,22
107,22,6,3,8,16,,R,19,0.0,1,,,,,,4
108,22,21,10,21,20,,R,20,0.0,0,,,,,,4
109,23,1,1,22,3,1,1,1,10.0,76,2.011873,71,6.0,1.3085,246.474252,1
110,23,9,2,4,5,2,2,2,8.0,76,2.012724,75,5.0,1.298883,248.299248,1
111,23,13,6,2,1,3,3,3,6.0,76,2.013209,76,4.0,1.2981,248.448917,1
112,23,17,9,10,9,4,4,4,5.0,76,2.017232,74,8.0,1.317267,244.834331,1
113,23,20,5,15,19,5,5,5,4.0,76,2.018722,74,7.0,1.313117,245.608425,1
114,23,22,11,17,14,6,6,6,3.0,76,2.019764,75,9.0,1.326233,243.178316,1
115,23,6,3,8,13,7,7,7,2.0,76,2.020256,75,13.0,1.331833,242.156382,1
116,23,5,1,23,4,8,8,8,1.0,76,2.021092,74,2.0,1.288033,250.391396,1
117,23,8,6,1,2,9,9,9,0.0,76,2.021259,74,1.0,1.27815,252.327436,1
118,23,4,4,5,7,10,10,10,0.0,75,,73,3.0,1.297817,248.503635,11
119,23,18,11,16,11,11,11,11,0.0,75,,74,10.0,1.326367,243.154176,11
120,23,10,7,12,10,12,12,12,0.0,75,,75,11.0,1.326967,243.04474,11
121,23,15,7,11,8,13,13,13,0.0,75,,75,12.0,1.3305,242.399393,11
122,23,2,2,3,12,14,14,14,0.0,72,,72,14.0,1.337517,241.126402,14
123,23,16,10,20,18,,R,15,0.0,67,,60,16.0,1.367317,235.871894,4
124,23,3,3,7,6,,R,16,0.0,59,,58,15.0,1.3545,238.104054,3
125,23,12,4,6,17,,R,17,0.0,47,,40,17.0,1.519783,212.2081,3
126,23,21,10,21,20,,R,18,0.0,36,,33,18.0,1.547483,208.410048,6
127,23,14,9,9,15,,R,19,0.0,7,,7,20.0,1.701867,189.505084,3
128,23,7,5,14,16,,R,20,0.0,7,,7,19.0,1.685833,191.30594,4
129,24,9,2,4,2,1,1,1,10.0,70,1.60673,47,4.0,1.292317,325.848708,1
130,24,2,2,3,8,2,2,2,8.0,70,1.611312,25,2.0,1.2905,326.307371,1
131,24,14,9,9,13,3,3,3,6.0,70,1.613216,36,7.0,1.301417,323.569877,1
132,24,10,7,12,11,4,4,4,5.0,70,1.618571,31,17.0,1.318117,319.470877,1
133,24,13,6,2,6,5,5,5,4.0,70,1.618934,11,6.0,1.3001,323.898183,1
134,24,15,7,11,14,6,6,6,3.0,70,1.620001,38,15.0,1.3145,320.349579,1
135,24,22,11,17,9,7,7,7,2.0,70,1.621618,35,10.0,1.305017,322.6783,1
136,24,20,5,15,19,8,8,8,1.0,70,1.621763,33,12.0,1.308867,321.728787,1
137,24,5,1,23,7,9,9,9,0.0,70,1.62185,62,11.0,1.3077,322.01525,1
138,24,3,3,7,5,10,10,10,0.0,70,1.621938,14,5.0,1.299617,324.018884,1
139,24,18,11,16,20,11,11,11,0.0,70,1.625491,58,19.0,1.322533,318.403882,1
140,24,17,9,10,10,12,12,12,0.0,70,1.626535,51,8.0,1.30335,323.090292,1
141,24,7,5,14,18,13,13,13,0.0,69,,34,13.0,1.310333,321.368294,11
142,24,21,10,21,17,,R,14,0.0,51,,41,16.0,1.317767,319.556173,20
143,24,6,3,8,12,,R,15,0.0,46,,30,14.0,1.313067,320.698807,3
144,24,4,4,5,4,,R,16,0.0,44,,16,9.0,1.30375,322.990513,20
145,24,12,4,6,15,,R,17,0.0,43,,16,18.0,1.32065,318.857717,23
146,24,8,6,1,3,,R,18,0.0,19,,14,1.0,1.289783,326.489227,4
147,24,1,1,22,1,,R,19,0.0,19,,4,3.0,1.291767,325.987111,4
148,24,16,10,20,16,,R,20,0.0,13,,7,20.0,1.344433,313.216967,6
149,25,13,6,2,2,1,1,1,10.0,70,1.530624,20,2.0,1.278817,333.063397,1
150,25,8,6,1,1,2,2,2,8.0,70,1.535619,16,1.0,1.277167,333.494701,1
151,25,15,7,11,4,3,3,3,6.0,70,1.538471,12,7.0,1.292783,329.466513,1
152,25,5,1,23,10,4,4,4,5.0,70,1.538659,46,3.0,1.285567,331.315649,1
153,25,9,2,4,5,5,5,5,4.0,70,1.539099,16,4.0,1.2862,331.151496,1
154,25,17,9,10,6,6,6,6,3.0,70,1.541819,22,6.0,1.291783,329.720789,1
155,25,12,4,6,9,7,7,7,2.0,70,1.542022,24,10.0,1.295967,328.657013,1
156,25,4,4,5,3,8,8,8,1.0,70,1.542671,39,8.0,1.294017,329.151082,1
157,25,14,9,9,7,9,9,9,0.0,70,1.544796,23,12.0,1.296967,328.402737,1
158,25,1,1,22,13,10,10,10,0.0,70,1.545773,40,5.0,1.290883,329.950926,1
159,25,10,7,12,8,11,11,11,0.0,70,1.546651,45,13.0,1.297267,328.327097,1
160,25,20,5,15,12,12,12,12,0.0,70,1.546753,36,11.0,1.296,328.647357,1
161,25,2,2,3,11,13,13,13,0.0,70,1.547868,46,9.0,1.295267,328.834041,1
162,25,22,11,17,20,14,14,14,0.0,69,,54,14.0,1.299483,327.767046,11
163,25,6,3,8,15,15,15,15,0.0,69,,60,15.0,1.3009,327.409771,11
164,25,3,3,7,19,16,16,16,0.0,69,,38,17.0,1.305183,326.336339,11
165,25,7,5,14,14,17,17,17,0.0,69,,28,16.0,1.3036,326.732238,11
166,25,21,10,21,17,18,18,18,0.0,69,,53,19.0,1.309283,325.314406,11
167,25,16,10,20,18,19,19,19,0.0,69,,41,18.0,1.3077,325.707085,11
168,25,18,11,16,16,,R,20,0.0,16,,15,20.0,1.347933,315.986648,4
169,26,1,1,22,4,1,1,1,10.0,60,1.652622,16,3.0,1.54695,320.899975,1
170,26,2,2,3,5,2,2,2,8.0,60,1.671671,21,2.0,1.545317,321.239546,1
171,26,22,11,17,16,3,3,3,6.0,60,1.675476,21,11.0,1.556433,318.944622,1
172,26,8,6,1,3,4,4,4,5.0,59,,18,1.0,1.535833,323.223868,11
173,26,5,1,23,1,5,5,5,4.0,59,,17,5.0,1.552167,319.821714,11
174,26,4,4,5,6,6,6,6,3.0,59,,17,6.0,1.552217,319.812058,11
175,26,15,7,11,14,7,7,7,2.0,59,,22,13.0,1.563467,317.510696,11
176,26,6,3,8,15,8,8,8,1.0,59,,21,14.0,1.571283,315.930321,11
177,26,3,3,7,20,9,9,9,0.0,59,,21,16.0,1.57995,314.198666,11
178,26,17,9,10,2,10,10,10,0.0,59,,17,4.0,1.5492,320.434874,11
179,26,7,5,14,13,11,11,11,0.0,59,,21,9.0,1.556117,319.010605,11
180,26,10,7,12,12,12,12,12,0.0,59,,19,15.0,1.576833,314.818264,11
181,26,13,6,2,9,13,13,13,0.0,58,,19,8.0,1.554283,319.387192,12
182,26,9,2,4,10,,R,14,0.0,39,,22,12.0,1.558983,318.423194,20
183,26,18,11,16,17,,R,15,0.0,38,,21,10.0,1.556267,318.980028,20
184,26,12,4,6,7,,R,16,0.0,35,,21,7.0,1.553383,319.572266,20
185,26,21,10,21,19,,R,17,0.0,16,,21,17.0,1.582167,313.757706,20
186,26,16,10,20,18,,R,18,0.0,10,,5,18.0,1.636,303.433764,20
187,26,20,5,15,8,,R,19,0.0,0,,,,,,4
188,26,14,9,9,11,,R,20,0.0,0,,,,,,4
189,27,1,1,22,1,1,1,1,10.0,67,1.522465,17,2.0,1.267317,348.506662,1
190,27,12,4,6,17,2,2,2,8.0,67,1.524017,66,9.0,1.281833,344.558941,1
191,27,13,6,2,2,3,3,3,6.0,67,1.525059,19,5.0,1.275033,346.396812,1
192,27,2,2,3,12,4,4,4,5.0,67,1.525194,52,1.0,1.26645,348.744845,1
193,27,5,1,23,3,5,5,5,4.0,67,1.525912,63,4.0,1.274917,346.428999,1
194,27,8,6,1,6,6,6,6,3.0,67,1.526466,66,3.0,1.272367,347.122626,1
195,27,9,2,4,7,7,7,7,2.0,67,1.528766,17,6.0,1.276833,345.907571,1
196,27,20,5,15,9,8,8,8,1.0,67,1.531715,20,8.0,1.279533,345.178538,1
197,27,15,7,11,4,9,9,9,0.0,67,1.532787,17,12.0,1.283717,344.053607,1
198,27,3,3,7,13,10,10,10,0.0,67,1.532916,34,15.0,1.289667,342.466794,1
199,27,4,4,5,5,11,11,11,0.0,67,1.533187,17,13.0,1.28525,343.643224,1
200,27,7,5,14,15,12,12,12,0.0,67,1.533329,63,10.0,1.282817,344.295009,1
201,27,14,9,9,10,13,13,13,0.0,67,1.537735,18,11.0,1.283233,344.183964,1
202,27,6,3,8,16,14,14,14,0.0,67,1.539132,23,17.0,1.29485,341.095633,1
203,27,16,10,20,19,15,15,15,0.0,67,1.541767,66,18.0,1.29815,340.228196,1
204,27,21,10,21,20,16,16,16,0.0,67,1.545824,67,20.0,1.303467,338.840942,1
205,27,18,11,16,14,17,17,17,0.0,66,,56,16.0,1.293933,341.337034,11
206,27,22,11,17,18,,R,18,0.0,50,,30,19.0,1.299767,339.804939,4
207,27,17,9,10,8,,R,19,0.0,40,,20,14.0,1.286767,343.23767,5
208,27,10,7,12,11,,R,20,0.0,35,,24,7.0,1.278533,345.448908,22
209,28,5,1,23,2,1,1,1,10.0,70,1.624185,19,7.0,1.36255,310.469816,1
210,28,10,7,12,5,2,2,2,8.0,70,1.627258,42,6.0,1.361183,310.782029,1
211,28,8,6,1,6,3,3,3,6.0,70,1.628868,61,1.0,1.35325,312.603807,1
212,28,4,4,5,7,4,4,4,5.0,70,1.630189,47,8.0,1.363217,310.318538,1
213,28,1,1,22,1,5,5,5,4.0,70,1.630588,15,3.0,1.358217,311.461172,1
214,28,12,4,6,10,6,6,6,3.0,70,1.633157,64,4.0,1.35895,311.292191,1
215,28,15,7,11,9,7,7,7,2.0,70,1.63431,65,5.0,1.360633,310.907558,1
216,28,9,2,4,4,8,8,8,1.0,70,1.637608,70,9.0,1.365683,309.758486,1
217,28,17,9,10,8,9,9,9,0.0,70,1.640528,67,10.0,1.36875,309.06325,1
218,28,2,2,3,15,10,10,10,0.0,70,1.642993,67,11.0,1.369717,308.845988,1
219,28,14,9,9,13,11,11,11,0.0,70,1.643743,67,16.0,1.378867,306.795684,1
220,28,18,11,16,12,12,12,12,0.0,69,,63,13.0,1.373283,308.042926,11
221,28,6,3,8,16,13,13,13,0.0,69,,67,18.0,1.38845,304.679397,11
222,28,3,3,7,14,14,14,14,0.0,69,,57,12.0,1.373283,308.042926,11
223,28,21,10,21,18,15,15,15,0.0,69,,68,15.0,1.37735,307.133646,11
224,28,22,11,17,17,16,16,16,0.0,68,,65,14.0,1.373933,307.898085,12
225,28,13,6,2,3,17,17,17,0.0,67,,16,2.0,1.355917,311.989037,5
226,28,7,5,14,19,18,18,18,0.0,67,,29,17.0,1.387,304.996438,13
227,28,16,10,20,20,,R,19,0.0,62,,29,19.0,1.394167,303.428936,23
228,28,20,5,15,11,,R,20,0.0,22,,17,20.0,1.4037,301.368976,25
229,29,13,6,2,1,1,1,1,10.0,57,1.592316,36,1.0,1.645133,318.06592,1
230,29,1,1,22,2,2,2,2,8.0,57,1.593875,16,2.0,1.648067,317.499431,1
231,29,9,2,4,3,3,3,3,6.0,57,1.602692,38,4.0,1.6555,316.073552,1
232,29,5,1,23,5,4,4,4,5.0,57,1.603345,19,3.0,1.651867,316.768789,1
233,29,15,7,11,7,5,5,5,4.0,57,1.606395,37,12.0,1.66095,315.037135,1
234,29,20,5,15,6,6,6,6,3.0,57,1.606934,36,6.0,1.658083,315.581093,1
235,29,10,7,12,13,7,7,7,2.0,57,1.611202,54,8.0,1.658917,315.423377,1
236,29,3,3,7,9,8,8,8,1.0,57,1.612166,35,10.0,1.659617,315.289802,1
237,29,2,2,3,8,9,9,9,0.0,57,1.615143,57,7.0,1.658767,315.452345,1
238,29,7,5,14,10,10,10,10,0.0,57,1.617259,35,11.0,1.66065,315.093462,1
239,29,12,4,6,15,11,11,11,0.0,57,1.618071,29,9.0,1.659067,315.394409,1
240,29,17,9,10,14,12,12,12,0.0,56,,27,14.0,1.671067,313.130062,11
241,29,18,11,16,16,13,13,13,0.0,56,,21,18.0,1.679383,311.578654,11
242,29,21,10,21,18,14,14,14,0.0,56,,54,15.0,1.67255,312.851646,11
243,29,6,3,8,11,15,15,15,0.0,56,,56,13.0,1.663383,314.576862,11
244,29,22,11,17,19,16,16,16,0.0,56,,56,16.0,1.67655,312.10491,11
245,29,14,9,9,17,17,17,17,0.0,56,,13,19.0,1.682967,310.915605,11
246,29,8,6,1,4,,R,18,0.0,45,,34,5.0,1.657067,315.775824,5
247,29,16,10,20,20,,R,19,0.0,41,,28,17.0,1.677683,311.894086,3
248,29,4,4,5,12,,R,20,0.0,0,,,,,,4
249,30,13,6,2,2,1,1,1,10.0,44,1.383165,26,3.0,1.8037,374.956231,1
250,30,2,2,3,5,2,2,2,8.0,44,1.385771,36,7.0,1.817783,372.051365,1
251,30,1,1,22,1,3,3,3,6.0,44,1.386092,20,2.0,1.80225,375.258787,1
252,30,4,4,5,6,4,4,4,5.0,44,1.387187,25,9.0,1.820633,371.468782,1
253,30,20,5,15,10,5,5,5,4.0,44,1.387214,16,8.0,1.8181,371.986991,1
254,30,9,2,4,8,6,6,6,3.0,44,1.387342,36,5.0,1.816083,372.400592,1
255,30,7,5,14,9,7,7,7,2.0,44,1.387814,31,6.0,1.8167,372.273454,1
256,30,17,9,10,7,8,8,8,1.0,44,1.395047,34,10.0,1.82525,370.528925,1
257,30,10,7,12,13,9,9,9,0.0,44,1.401789,37,12.0,1.837583,368.042489,1
258,30,5,1,23,3,10,10,10,0.0,43,,35,4.0,1.803717,374.953012,6
259,30,14,9,9,14,11,11,11,0.0,43,,19,11.0,1.836283,368.303202,11
260,30,3,3,7,15,12,12,12,0.0,43,,32,15.0,1.844267,366.708343,11
261,30,16,10,20,18,13,13,13,0.0,43,,27,13.0,1.84145,367.270004,11
262,30,6,3,8,19,14,14,14,0.0,43,,35,17.0,1.8495,365.671925,11
263,30,18,11,16,17,15,15,15,0.0,43,,19,16.0,1.844517,366.660062,11
264,30,15,7,11,11,16,16,16,0.0,43,,32,14.0,1.842383,367.08332,11
265,30,21,10,21,20,17,17,17,0.0,43,,17,19.0,1.861683,363.27883,11
266,30,8,6,1,4,18,18,18,0.0,42,,24,1.0,1.798833,375.971727,20
267,30,22,11,17,16,,R,19,0.0,19,,10,20.0,1.867867,362.075041,6
268,30,12,4,6,12,,R,20,0.0,13,,12,18.0,1.851967,365.184294,20
269,31,20,5,15,1,1,1,1,10.0,53,1.446526,53,14.0,1.5085,370.815388,1
270,31,5,1,23,2,2,2,2,8.0,53,1.450002,53,13.0,1.505,371.677997,1
271,31,9,2,4,11,3,3,3,6.0,53,1.452212,52,12.0,1.504967,371.686044,1
272,31,4,4,5,8,4,4,4,5.0,53,1.453166,51,9.0,1.49935,373.078126,1
273,31,2,2,3,10,5,5,5,4.0,53,1.454234,53,6.0,1.496783,373.717036,1
274,31,13,6,2,6,6,6,6,3.0,53,1.454531,52,4.0,1.494933,374.180527,1
275,31,1,1,22,15,7,7,7,2.0,53,1.454835,52,5.0,1.49535,374.075919,1
276,31,17,9,10,3,8,8,8,1.0,53,1.455428,52,3.0,1.494683,374.243291,1
277,31,8,6,1,14,9,9,9,0.0,53,1.457489,53,1.0,1.46745,381.18761,1
278,31,12,4,6,17,10,10,10,0.0,53,1.46165,53,16.0,1.5153,369.151327,1
279,31,10,7,12,9,11,11,11,0.0,53,1.462884,53,8.0,1.499133,373.131234,1
280,31,6,3,8,18,12,12,12,0.0,53,1.463752,53,11.0,1.503583,372.027224,1
281,31,15,7,11,7,13,13,13,0.0,53,1.464847,52,15.0,1.514217,369.415259,1
282,31,3,3,7,5,14,14,14,0.0,53,1.465591,53,10.0,1.500317,372.838334,1
283,31,18,11,16,19,15,15,15,0.0,53,1.466907,52,7.0,1.497117,373.634959,1
284,31,14,9,9,13,16,16,16,0.0,52,,49,17.0,1.540983,362.998805,11
285,31,22,11,17,16,17,17,17,0.0,52,,42,19.0,1.5653,357.359663,11
286,31,7,5,14,4,18,18,18,0.0,52,,52,2.0,1.487633,376.016788,11
287,31,16,10,20,20,19,19,19,0.0,51,,51,18.0,1.557633,359.118676,12
288,31,21,10,21,12,,R,20,0.0,11,,6,20.0,1.621733,344.924262,3
289,32,4,4,5,15,1,1,1,10.0,61,1.954529,55,3.0,1.7628,277.553904,1
290,32,3,3,7,8,2,2,2,8.0,61,1.95535,39,5.0,1.774233,275.764313,1
291,32,1,1,22,2,3,3,3,6.0,61,1.956172,14,4.0,1.767867,276.757278,1
292,32,10,7,12,7,4,4,4,5.0,61,1.956794,50,8.0,1.784067,274.245092,1
293,32,20,5,15,6,5,5,5,4.0,61,1.957381,13,9.0,1.78785,273.664119,1
294,32,2,2,3,9,6,6,6,3.0,61,1.957612,14,11.0,1.788433,273.575605,1
295,32,14,9,9,14,7,7,7,2.0,61,1.959081,41,13.0,1.7927,272.923821,1
296,32,6,3,8,10,8,8,8,1.0,61,1.959665,13,10.0,1.788117,273.623886,1
297,32,18,11,16,12,9,9,9,0.0,61,1.960052,61,15.0,1.802133,271.496333,1
298,32,5,1,23,5,10,10,10,0.0,61,1.962002,14,12.0,1.78895,273.496747,1
299,32,9,2,4,4,11,11,11,0.0,61,1.9623,14,6.0,1.78165,274.616851,1
300,32,7,5,14,17,12,12,12,0.0,61,1.962704,29,14.0,1.797,272.270427,1
301,32,13,6,2,1,13,13,13,0.0,61,1.964298,13,2.0,1.762617,277.582872,1
302,32,21,10,21,20,14,14,14,0.0,61,1.966632,28,16.0,1.81835,269.07427,1
303,32,8,6,1,3,15,15,15,0.0,57,,14,1.0,1.759983,277.998083,3
304,32,15,7,11,11,,R,16,0.0,50,,32,7.0,1.782867,274.430167,9
305,32,16,10,20,19,,R,17,0.0,49,,38,18.0,1.821167,268.65745,3
306,32,17,9,10,13,,R,18,0.0,29,,13,17.0,1.819717,268.871493,7
307,32,22,11,17,18,,R,19,0.0,14,,13,19.0,1.838667,266.101812,26
308,32,12,4,6,16,,R,20,0.0,13,,13,20.0,1.840817,265.789599,3
309,33,4,4,5,4,1,1,1,10.0,67,1.506081,41,3.0,1.31835,334.20925,1
310,33,9,2,4,6,2,2,2,8.0,67,1.507549,16,7.0,1.321533,333.404578,1
311,33,8,6,1,2,3,3,3,6.0,67,1.507859,66,2.0,1.316583,334.658257,1
312,33,12,4,6,12,4,4,4,5.0,67,1.511795,54,4.0,1.319983,333.795648,1
313,33,15,7,11,7,5,5,5,4.0,67,1.512683,18,9.0,1.3254,332.432534,1
314,33,20,5,15,9,6,6,6,3.0,67,1.516972,21,12.0,1.32695,332.043073,1
